site_id	name	category	subtype	designation	status	ownership	governance	partner_agencies	coordination	description	location	acres	counties	municipality	township	gps_lat	gps_lon	plus_code	features	notes	url_primary	urls	parent_site_id
OH-FR-S-0643	Woodmark Woods Reserve	Open Space			Active		City of Gahanna Parks & Recreation					9.985	Franklin	Gahanna		40.0398541	-82.8960591	86GV24Q3+W2	Hiking Trail	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0644	Rocky Fork Reserve	Nature Preserve			Active		City of Gahanna Parks & Recreation					6.665	Franklin	Gahanna		40.0219908	-82.8642656	86GV24CP+M2	Hiking Trail	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0645	Shull Reserve	Nature Preserve			Active		City of Gahanna Parks & Recreation					1.508	Franklin	Gahanna		40.0189495	-82.8712092	86GV249H+G2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 581.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0646	Alkire Road Park	Park			Active		Columbus Recreation and Parks Department					15.637	Franklin	Columbus		39.9112979	-83.0958548	86FRWW63+G2	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 11. MORPC Sub_Type: C (Community Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0647	American Addition Park	Park			Active		Columbus Recreation and Parks Department					4.673	Franklin	Columbus		39.9947179	-82.9609557	86FVX2VQ+W2	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 25. MORPC Sub_Type: C (Community Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0648	Barack Recreation	Park			Active		Columbus Recreation and Parks Department					0.46	Franklin	Columbus		39.9282085	-82.9785147	86FVW2HC+82	Community Center	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: C (Community Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0649	Beechwold Park	Park			Active		Columbus Recreation and Parks Department			The park is a community gathering space in this established north Columbus neighborhood.		8.183	Franklin	Columbus		40.0601841	-83.0235688	86GR3X6G+42	Picnic Area; Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: C (Community Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0650	Columbus Commons	Park			Active		Columbus Recreation and Parks Department			The 8-acre park features a carousel, a concert stage, an ice skating ribbon, lawn areas, a restaurant, and various public amenities. It is one of downtown Columbus's most active public spaces, hosting concerts, festivals, and community events year-round.		2.285	Franklin	Columbus		39.9588335	-82.9987839	86FVX252+F2	Amphitheater; Ice Rink; Restrooms	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: C (Community Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0651	Community Creative Campus	Park			Active		Columbus Recreation and Parks Department					3.758	Franklin	Columbus		39.9638922	-82.9774704	86FVX27F+C2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: C (Community Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0652	Cooper Park	Park			Active		Columbus Recreation and Parks Department					35.438	Franklin	Columbus		39.947604	-82.9108976	86FVW3XQ+42	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 153. MORPC Sub_Type: C (Community Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0653	Franks Park	Park			Active		Columbus Recreation and Parks Department					53.681	Franklin	Columbus		40.0133272	-83.1685448	86GR2R7J+82	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 229. MORPC Sub_Type: C (Community Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0654	Godown Road Park	Park			Active		Columbus Recreation and Parks Department					9.959	Franklin	Columbus		40.0834457	-83.0522173	86GR3WMX+62	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 256. MORPC Sub_Type: C (Community Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0655	Indian Mound Park & Rec Center	Park			Active		Columbus Recreation and Parks Department			Indian Mound Park and Recreation Center is a neighborhood park and recreation center complex in Columbus that includes an archaeological earthwork mound. The facility provides community programming, indoor recreation, and access to the preserved native earthwork.		20.238	Franklin	Columbus		39.8829422	-82.9896961	86FVV2M6+22	Community Center; Historic Structure; Native American Earthwork	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 185. MORPC Sub_Type: C (Community Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0656	Johnson Memorial Park	Park			Active		Columbus Recreation and Parks Department					11.494	Franklin	Columbus		39.9485875	-82.9079466	86FVW3XR+H2	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 363. MORPC Sub_Type: C (Community Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0657	Mill Run Wetlands	Park			Active		Columbus Recreation and Parks Department			The wetland supports biodiversity and serves as a natural greenway within the urban landscape.		11.974	Franklin	Columbus		40.0258402	-83.1155817	86GR2VGM+92	Stormwater Basin; Wetland	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 412. MORPC Sub_Type: C (Community Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0658	Milo-Grogan Green Space and Community Garden	Park			Active		Columbus Recreation and Parks Department					0.143	Franklin	Columbus		39.9824471	-82.9892117	86FVX2J6+V2	Community Garden	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: C (Community Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0659	Olentangy Trail Parkland	Park			Active		Columbus Recreation and Parks Department			The parkland provides riparian natural habitat, trail access, and passive recreation along the river corridor.		32.525	Franklin	Columbus		39.9843517	-83.0226603	86FRXXMG+Q2	Hiking Trail; Watercraft Access	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: C (Community Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0660	Perhar Parkland	Park			Active		Columbus Recreation and Parks Department					5.288	Franklin	Columbus		39.9915417	-82.959219	86FVX2RR+M2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: C (Community Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0661	Sawyer Recreation Center	Park			Active		Columbus Recreation and Parks Department					5.56	Franklin	Columbus		39.9750677	-82.9744892	86FVX2GG+22	Community Center; Fieldhouse	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 710. MORPC Sub_Type: C (Community Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0662	Sills Park	Park			Active		Columbus Recreation and Parks Department					20.334	Franklin	Columbus		39.9030751	-82.9681859	86FVW23J+82	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 259. MORPC Sub_Type: C (Community Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0663	Somerset Park	Park			Active		Columbus Recreation and Parks Department					21.735	Franklin	Columbus		40.0255902	-82.9221151	86GV23GH+62	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 746. MORPC Sub_Type: C (Community Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0664	Thompson Road Park	Park			Active		Columbus Recreation and Parks Department					58.736	Franklin	Columbus		40.0685809	-82.8421192	86GV3595+C2	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: C (Community Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0665	Weiler Park	Park			Active		Columbus Recreation and Parks Department					38.246	Franklin	Columbus		39.997593	-82.9370697	86FVX3X7+22	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: C (Community Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0666	Alum Creek Agler Parkland Coh	Conservation Area			Active		Columbus Recreation and Parks Department			Alum Creek Agler Parkland is a conservation greenway parcel acquired by Columbus Recreation and Parks along Alum Creek near Agler Road, protecting riparian habitat and providing trail connectivity along the Alum Creek corridor.		0.785	Franklin	Columbus		40.0276006	-82.9340926	86GV23H8+32		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: CON (Conservation Area). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0668	Alum Creek/Holtzman Parkland	Conservation Area			Active		Columbus Recreation and Parks Department			The site protects riparian habitat, floodplain, and creek-side natural areas along the Alum Creek corridor.		2.276	Franklin	Columbus		39.9593251	-82.9445673	86FVX354+J2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: CON (Conservation Area). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0669	Big Walnut-Williams Rd Coh	Conservation Area			Active		Columbus Recreation and Parks Department			Big Walnut-Williams Road Parkland is a conservation parcel along Big Walnut Creek near Williams Road in Columbus, protecting riparian habitat and floodplain open space. The site supports wildlife habitat and passive recreation along the Big Walnut Creek corridor.		5.701	Franklin	Columbus		39.8986267	-82.8925873	86FVV4X4+H2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: CON (Conservation Area). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0670	Bre-Kro Parkland	Conservation Area			Active		Columbus Recreation and Parks Department					12.164	Franklin	Columbus		39.9118847	-82.878745	86FVW46C+P2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: CON (Conservation Area). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0671	Certified Oil Parkland	Conservation Area			Active		Columbus Recreation and Parks Department					9.066	Franklin	Columbus		39.9101009	-82.8787694	86FVW46C+32		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 116. MORPC Sub_Type: CON (Conservation Area). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0672	Cherrybottom Clean Ohio	Conservation Area			Active		Columbus Recreation and Parks Department			The site was acquired through the Ohio Clean Ohio Fund program to preserve open space and ecological function.		1.901	Franklin	Columbus		40.0679598	-82.9050736	86GV339V+52		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 123. MORPC Sub_Type: CON (Conservation Area). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0673	Dysart Run & E Broad St Parkland	Conservation Area			Active		Columbus Recreation and Parks Department			Dysart Run and East Broad Street Parkland is a conservation greenway parcel in Columbus along Dysart Run creek near East Broad Street, protecting riparian habitat and natural open space. The site supports passive recreation and wildlife connectivity.		6.581	Franklin	Columbus		39.9937719	-82.7796014	86FVX6VC+C2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: CON (Conservation Area). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0674	Eagle Grading Park	Conservation Area			Active		Columbus Recreation and Parks Department					4.739	Franklin	Columbus		40.0051898	-82.9352439	86GV2347+52		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 197. MORPC Sub_Type: CON (Conservation Area). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0675	Hayden Run Trail Parkland	Conservation Area			Active		Columbus Recreation and Parks Department			The site connects to the broader greenway network along Hayden Run.		8.163	Franklin	Columbus		40.0542468	-83.1700418	86GR3R3H+Q2	Hiking Trail	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 337. MORPC Sub_Type: CON (Conservation Area). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0676	Lockbourne Clean Ohio	Conservation Area			Active		Columbus Recreation and Parks Department					44.474	Franklin	Columbus		39.8131201	-82.9697139	86FVR27J+62		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 435. MORPC Sub_Type: CON (Conservation Area). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0677	Mason Run Clean Ohio Parkland	Conservation Area			Active		Columbus Recreation and Parks Department					20.292	Franklin	Columbus		39.9126558	-82.8893461	86FVW476+32		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: CON (Conservation Area). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0678	Olentangy River Parklands	Conservation Area			Active		Columbus Recreation and Parks Department			The parklands connect residential neighborhoods to the river corridor and link with the regional Olentangy Trail.		43.76	Franklin	Worthington		40.1033987	-83.0341475	86GR4X38+72	Hiking Trail; Multi-use Trail; Watercraft Access	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 480. MORPC Sub_Type: CON (Conservation Area). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0679	Rocky Fork/Warner Rd Parkland	Conservation Area			Active		Columbus Recreation and Parks Department			Rocky Fork/Warner Road Parkland is a conservation greenway parcel in Columbus along Rocky Fork Creek near Warner Road, protecting riparian habitat and providing passive recreation along the Rocky Fork corridor.		3.692	Franklin	Columbus		40.0903514	-82.846501	86GV35R3+32		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: CON (Conservation Area). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0680	Sd-20	Conservation Area			Active		Columbus Recreation and Parks Department					5.276	Franklin	Columbus		39.9762816	-83.0634708	86FRXWGP+G2	Stormwater Basin	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: CON (Conservation Area). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0681	Westerville Crossing Parkland	Conservation Area			Active		Columbus Recreation and Parks Department					7.211	Franklin	Columbus		40.0845736	-82.9244663	86GV33MG+R2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: CON (Conservation Area). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0682	Wonderland Park	Conservation Area			Active		Columbus Recreation and Parks Department					14.975	Franklin	Columbus		40.0004627	-82.8716434	86GV242H+32	Picnic Area; Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: CON (Conservation Area). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0683	Alum Creek Dr N Of Livingston Ave	Park			Active		Columbus Recreation and Parks Department			Alum Creek Drive North of Livingston Avenue Parkland is a linear conservation greenway parcel along Alum Creek Drive north of Livingston Avenue in Columbus, protecting riparian habitat and providing trail access along the Alum Creek corridor.		4.445	Franklin	Columbus		39.9512916	-82.9430301	86FVX324+H2	Watercraft Access	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0684	Alum Creek Freeland Parkland Coh	Park			Active		Columbus Recreation and Parks Department			Alum Creek Freeland Parkland is a Clean Ohio conservation parcel along Alum Creek near Freeland Road in Columbus, protecting riparian floodplain habitat and providing passive recreation.		3.545	Franklin	Columbus		40.0282164	-82.9341925	86GV23H8+72		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0685	Amvet Village Park	Park			Active		Columbus Recreation and Parks Department					2.516	Franklin	Columbus		39.9584124	-83.0881459	86FRXW56+82	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 28. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0686	Brownlee Circle Park	Park			Active		Columbus Recreation and Parks Department					1.703	Franklin	Columbus		39.9440998	-82.8631515	86FVW4VP+P2	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 99. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0687	Clinton Heights Park	Park			Active		Columbus Recreation and Parks Department					0.605	Franklin	Columbus		40.0300292	-83.0062834	86GR2XJV+32	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0688	Clintonville Park	Park			Active		Columbus Recreation and Parks Department			Clintonville is one of Columbus's most established near-north neighborhoods, and the park serves as a local gathering space.		0.143	Franklin	Columbus		40.0179702	-83.0118493	86GR2X9Q+32	Picnic Area; Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 132. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0689	Hamilton & Spring Park	Park			Active		Columbus Recreation and Parks Department			Hamilton and Spring Park is a small neighborhood park in Columbus at the intersection of Hamilton Road and Spring Road, providing green space and informal recreation for local residents.		0.239	Franklin	Columbus		39.968562	-82.982376	86FVX299+C2	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0690	Harlem	Park			Active		Columbus Recreation and Parks Department					3.954	Franklin	Columbus		40.0987255	-82.8363834	86GV35X7+F2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0691	INTERIOR PARK	Park			Active		Columbus Recreation and Parks Department					3.584	Franklin	Columbus		39.9879595	-82.9426664	86FVX3Q4+52		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0692	Independence Park	Park			Active		Columbus Recreation and Parks Department					10.145	Franklin	Columbus		39.9490269	-82.9107637	86FVW3XQ+P2	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 340. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0693	Indianola & 8Th Park	Park			Active		Columbus Recreation and Parks Department			Indianola and 8th Park is a small neighborhood park in Columbus near the intersection of Indianola Avenue and 8th Avenue, providing green space and informal recreation for local residents.		1.21	Franklin	Columbus		39.9927057	-83.0034805	86FRXXVW+42	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 344. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
