Unit_Nm,EsmtHldr,d_Own_Name,d_Mang_Name,GAP_Sts,d_GAP_Sts,GIS_Acres,Pub_Access,d_Pub_Access,Des_Tp,d_Des_Tp,NCED_UID,Duration
Western Reserve Land Conservancy 382,Western Reserve Land Conservancy,Other or Unknown Local Government,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,74,OA,Open Access,UNKE,Unknown Easement,"76892",PERM
Western Reserve Land Conservancy 385,Western Reserve Land Conservancy,Other or Unknown Local Government,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,1,XA,Closed,UNKE,Unknown Easement,"937738",PERM
Western Reserve Land Conservancy 406,Western Reserve Land Conservancy,Other or Unknown Local Government,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,81,XA,Closed,UNKE,Unknown Easement,"937746",PERM
Western Reserve Land Conservancy 451,Western Reserve Land Conservancy,Other or Unknown Local Government,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,45,XA,Closed,UNKE,Unknown Easement,"937828",PERM
Western Reserve Land Conservancy 465,Western Reserve Land Conservancy,Other or Unknown Local Government,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,38,XA,Closed,UNKE,Unknown Easement,"937793",PERM
Western Reserve Land Conservancy 470,Western Reserve Land Conservancy,Other or Unknown Local Government,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,27,XA,Closed,UNKE,Unknown Easement,"937787",PERM
Western Reserve Land Conservancy 472,Western Reserve Land Conservancy,Other or Unknown Local Government,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,451,XA,Closed,UNKE,Unknown Easement,"937788",PERM
Western Reserve Land Conservancy 481,Western Reserve Land Conservancy,Other or Unknown Local Government,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,103,XA,Closed,UNKE,Unknown Easement,"937794",PERM
Western Reserve Land Conservancy 49,Western Reserve Land Conservancy,Other or Unknown Local Government,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,12,XA,Closed,UNKE,Unknown Easement,"77079",PERM
Western Reserve Land Conservancy 52,Western Reserve Land Conservancy,Other or Unknown Local Government,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,10,OA,Open Access,UNKE,Unknown Easement,"77245",PERM
Western Reserve Land Conservancy 529,Western Reserve Land Conservancy,Other or Unknown Local Government,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,102,XA,Closed,UNKE,Unknown Easement,"937831",PERM
Western Reserve Land Conservancy 58,Western Reserve Land Conservancy,Other or Unknown Local Government,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,9,XA,Closed,UNKE,Unknown Easement,"76916",PERM
Western Reserve Land Conservancy 59,Western Reserve Land Conservancy,Other or Unknown Local Government,Non-Governmental Organization,"3",3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,21,OA,Open Access,UNKE,Unknown Easement,"77047",PERM
Western Reserve Land Conservancy 64,Western Reserve Land Conservancy,Other or Unknown Local Government,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,13,XA,Closed,UNKE,Unknown Easement,"77299",PERM
Western Reserve Land Conservancy 69,Western Reserve Land Conservancy,Other or Unknown Local Government,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,10,XA,Closed,UNKE,Unknown Easement,"937731",PERM
Western Reserve Land Conservancy 73,Western Reserve Land Conservancy,Other or Unknown Local Government,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,37,OA,Open Access,UNKE,Unknown Easement,"77102",PERM
Western Reserve Land Conservancy 85,Western Reserve Land Conservancy,Other or Unknown Local Government,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,165,OA,Open Access,UNKE,Unknown Easement,"76922",PERM
Western Reserve Land Conservancy 89,Western Reserve Land Conservancy,Other or Unknown Local Government,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,149,XA,Closed,UNKE,Unknown Easement,"77066",PERM
Western Reserve Land Conservancy 90,Western Reserve Land Conservancy,Other or Unknown Local Government,Non-Governmental Organization,"3",3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,95,XA,Closed,UNKE,Unknown Easement,"77110",PERM
Western Reserve Land Conservancy 97,Western Reserve Land Conservancy,Other or Unknown Local Government,Non-Governmental Organization,"3",3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,38,XA,Closed,UNKE,Unknown Easement,"77266",PERM
Western Reserve Land Conservancy 98,Western Reserve Land Conservancy,Other or Unknown Local Government,Non-Governmental Organization,"2",2 - managed for biodiversity - disturbance events suppressed,72,OA,Open Access,UNKE,Unknown Easement,"77070",PERM
Camp Stigwandish Easement,Lake Metroparks,Non-Governmental Organization,Regional Agency Land,"1",1 - managed for biodiversity - disturbance events proceed or are mimicked,103,XA,Closed,CONE,Conservation Easement,"77283",PERM
Cedar Hills Easement,Lake Metroparks,Non-Governmental Organization,Regional Agency Land,"1",1 - managed for biodiversity - disturbance events proceed or are mimicked,127,XA,Closed,CONE,Conservation Easement,"76718",PERM
Deep Meadows Easement,Lake Metroparks,Non-Governmental Organization,Regional Agency Land,"1",1 - managed for biodiversity - disturbance events proceed or are mimicked,47,XA,Closed,CONE,Conservation Easement,"76823",PERM
Deep Meadows Easement II,Lake Metroparks,Non-Governmental Organization,Regional Agency Land,"1",1 - managed for biodiversity - disturbance events proceed or are mimicked,6,XA,Closed,CONE,Conservation Easement,"77031",PERM
Little Mountain Country Club,Lake Metroparks,Non-Governmental Organization,Regional Agency Land,"1",1 - managed for biodiversity - disturbance events proceed or are mimicked,19,XA,Closed,OTHE,Other Easement,"77263",PERM
Western Reserve Land Conservancy 305,"Western Reserve Land Conservancy, Ashtabula Soil and Water Conservation District",Non-Governmental Organization,Joint,"4",4 - no known mandate for biodiversity protection,143,XA,Closed,UNKE,Unknown Easement,"77297",PERM
Western Reserve Land Conservancy 315,"Western Reserve Land Conservancy, Ashtabula Soil and Water Conservation District",Non-Governmental Organization,Joint,"4",4 - no known mandate for biodiversity protection,118,XA,Closed,UNKE,Unknown Easement,"77230",PERM
Wetlands Reserve Program (WRP),"Western Reserve Land Conservancy, Lake Soil and Water Conservation District, U.S. Natural Resources ",Non-Governmental Organization,Joint,"4",4 - no known mandate for biodiversity protection,33,XA,Closed,CONE,Conservation Easement,"77123",PERM
Silas Ball Farm & Cassell Granny Creek Conservation Easements,Unknown Local Government,Non-Governmental Organization,Other or Unknown Local Government,"4",4 - no known mandate for biodiversity protection,59,OA,Open Access,CONE,Conservation Easement,"995972",UNK
West Creek Greenway,Unknown Local Government,Non-Governmental Organization,Other or Unknown Local Government,"4",4 - no known mandate for biodiversity protection,14,OA,Open Access,CONE,Conservation Easement,"995978",UNK
West Creek Greenway: Completing The Connection,Unknown Local Government,Non-Governmental Organization,Other or Unknown Local Government,"4",4 - no known mandate for biodiversity protection,154,OA,Open Access,CONE,Conservation Easement,"995981",UNK
West Creek Greenway: Conserving The Linkages,Unknown Local Government,Non-Governmental Organization,Other or Unknown Local Government,"4",4 - no known mandate for biodiversity protection,34,OA,Open Access,CONE,Conservation Easement,"995979",UNK
West Creek Greenway: Linking The Neighborhoods,Unknown Local Government,Non-Governmental Organization,Other or Unknown Local Government,"4",4 - no known mandate for biodiversity protection,30,OA,Open Access,CONE,Conservation Easement,"995980",UNK
West Creek: Reclaiming The Lost Valley,Unknown Local Government,Non-Governmental Organization,Other or Unknown Local Government,"4",4 - no known mandate for biodiversity protection,3,OA,Open Access,CONE,Conservation Easement,"995977",UNK
Beavercreek Protection Project East,Unknown Local Government,Non-Governmental Organization,Other or Unknown Local Government,"4",4 - no known mandate for biodiversity protection,24,OA,Open Access,RECE,Recreation or Education Easement,"995974",UNK
Oty Okwa Conservation Area,Unknown Local Government,Non-Governmental Organization,Other or Unknown Local Government,"4",4 - no known mandate for biodiversity protection,419,OA,Open Access,RECE,Recreation or Education Easement,"995976",UNK
Jones-Blair Conservation Area,Appalachia Ohio Alliance,Non-Governmental Organization,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,319,OA,Open Access,RECE,Recreation or Education Easement,"936349",PERM
Catholic Charities 1.5,West Creek Conservancy,Non-Governmental Organization,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,49,XA,Closed,CONE,Conservation Easement,"937714",UNK
Western Reserve Land Conservancy 143,Western Reserve Land Conservancy,Non-Governmental Organization,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,62,XA,Closed,AGRE,Agricultural Easement,"77074",PERM
Western Reserve Land Conservancy 452,Western Reserve Land Conservancy,Non-Governmental Organization,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,146,XA,Closed,CONE,Conservation Easement,"937840",PERM
Western Reserve Land Conservancy 175,Western Reserve Land Conservancy,Non-Governmental Organization,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,25,XA,Closed,UNKE,Unknown Easement,"77179",PERM
Western Reserve Land Conservancy 20,Western Reserve Land Conservancy,Non-Governmental Organization,Non-Governmental Organization,"3",3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,5,XA,Closed,UNKE,Unknown Easement,"77029",PERM
Western Reserve Land Conservancy 218,Western Reserve Land Conservancy,Non-Governmental Organization,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,455,XA,Closed,UNKE,Unknown Easement,"77192",PERM
Western Reserve Land Conservancy 23,Western Reserve Land Conservancy,Non-Governmental Organization,Non-Governmental Organization,"3",3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,6,XA,Closed,UNKE,Unknown Easement,"77032",PERM
Western Reserve Land Conservancy 3,Western Reserve Land Conservancy,Non-Governmental Organization,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,20,XA,Closed,UNKE,Unknown Easement,"76809",PERM
Western Reserve Land Conservancy 342,Western Reserve Land Conservancy,Non-Governmental Organization,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,4,XA,Closed,UNKE,Unknown Easement,"77237",PERM
Western Reserve Land Conservancy 344,Western Reserve Land Conservancy,Non-Governmental Organization,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,25,XA,Closed,UNKE,Unknown Easement,"77120",PERM
Western Reserve Land Conservancy 357,Western Reserve Land Conservancy,Non-Governmental Organization,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,42,XA,Closed,UNKE,Unknown Easement,"77273",PERM
Western Reserve Land Conservancy 358,Western Reserve Land Conservancy,Non-Governmental Organization,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,39,XA,Closed,UNKE,Unknown Easement,"77290",PERM
Western Reserve Land Conservancy 368,Western Reserve Land Conservancy,Non-Governmental Organization,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,16,XA,Closed,UNKE,Unknown Easement,"76711",PERM
Western Reserve Land Conservancy 369,Western Reserve Land Conservancy,Non-Governmental Organization,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,25,XA,Closed,UNKE,Unknown Easement,"76865",PERM
Western Reserve Land Conservancy 370,Western Reserve Land Conservancy,Non-Governmental Organization,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,13,XA,Closed,UNKE,Unknown Easement,"76897",PERM
Western Reserve Land Conservancy 461,Western Reserve Land Conservancy,Non-Governmental Organization,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,38,XA,Closed,UNKE,Unknown Easement,"937781",PERM
Western Reserve Land Conservancy 530,Western Reserve Land Conservancy,Non-Governmental Organization,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,18,XA,Closed,UNKE,Unknown Easement,"937833",PERM
Western Reserve Land Conservancy 531,Western Reserve Land Conservancy,Non-Governmental Organization,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,3,XA,Closed,UNKE,Unknown Easement,"937834",PERM
Western Reserve Land Conservancy 532,Western Reserve Land Conservancy,Non-Governmental Organization,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,22,XA,Closed,UNKE,Unknown Easement,"937832",PERM
Western Reserve Land Conservancy 533,Western Reserve Land Conservancy,Non-Governmental Organization,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,200,XA,Closed,UNKE,Unknown Easement,"937836",PERM
Western Reserve Land Conservancy 534,Western Reserve Land Conservancy,Non-Governmental Organization,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,94,XA,Closed,UNKE,Unknown Easement,"937830",PERM
Hinckley,Cleveland MetroParks,Private,Regional Agency Land,"4",4 - no known mandate for biodiversity protection,6,OA,Open Access,RECE,Recreation or Education Easement,"936333",UNK
Hinckley,Cleveland MetroParks,Private,Regional Agency Land,"4",4 - no known mandate for biodiversity protection,10,XA,Closed,RECE,Recreation or Education Easement,"936342",UNK
Hinckley,Cleveland MetroParks,Private,Regional Agency Land,"4",4 - no known mandate for biodiversity protection,65,XA,Closed,RECE,Recreation or Education Easement,"936343",UNK
Hinckley - 2,Cleveland MetroParks,Private,Regional Agency Land,"4",4 - no known mandate for biodiversity protection,0,XA,Closed,RECE,Recreation or Education Easement,"936334",UNK
Hinckley - 3,Cleveland MetroParks,Private,Regional Agency Land,"4",4 - no known mandate for biodiversity protection,0,XA,Closed,RECE,Recreation or Education Easement,"936335",UNK
Hinckley - 4,Cleveland MetroParks,Private,Regional Agency Land,"4",4 - no known mandate for biodiversity protection,0,XA,Closed,RECE,Recreation or Education Easement,"936336",UNK
Hinckley - 5,Cleveland MetroParks,Private,Regional Agency Land,"4",4 - no known mandate for biodiversity protection,2,XA,Closed,RECE,Recreation or Education Easement,"936337",UNK
Hinckley - 6,Cleveland MetroParks,Private,Regional Agency Land,"4",4 - no known mandate for biodiversity protection,1,XA,Closed,RECE,Recreation or Education Easement,"936338",UNK
Hinckley - 7,Cleveland MetroParks,Private,Regional Agency Land,"4",4 - no known mandate for biodiversity protection,1,XA,Closed,RECE,Recreation or Education Easement,"936339",UNK
Hinckley - 8,Cleveland MetroParks,Private,Regional Agency Land,"4",4 - no known mandate for biodiversity protection,1,XA,Closed,RECE,Recreation or Education Easement,"936340",UNK
Hinckley - 9,Cleveland MetroParks,Private,Regional Agency Land,"4",4 - no known mandate for biodiversity protection,1,XA,Closed,RECE,Recreation or Education Easement,"936341",UNK
Ettensohn Conservation Easement,Hamilton County Park District,Private,Regional Agency Land,"4",4 - no known mandate for biodiversity protection,9,OA,Open Access,RECE,Recreation or Education Easement,"985388",PERM
Barbe Easement,Lake Metroparks,Private,Regional Agency Land,"1",1 - managed for biodiversity - disturbance events proceed or are mimicked,3,XA,Closed,CONE,Conservation Easement,"76872",PERM
Carroscia Easement,Lake Metroparks,Private,Regional Agency Land,"1",1 - managed for biodiversity - disturbance events proceed or are mimicked,3,XA,Closed,CONE,Conservation Easement,"76984",PERM
Gibson Easement,Lake Metroparks,Private,Regional Agency Land,"1",1 - managed for biodiversity - disturbance events proceed or are mimicked,10,XA,Closed,CONE,Conservation Easement,"76936",PERM
Homans Easement,Lake Metroparks,Private,Regional Agency Land,"1",1 - managed for biodiversity - disturbance events proceed or are mimicked,2,XA,Closed,CONE,Conservation Easement,"76901",PERM
Oliva Easement,Lake Metroparks,Private,Regional Agency Land,"1",1 - managed for biodiversity - disturbance events proceed or are mimicked,34,XA,Closed,CONE,Conservation Easement,"76893",PERM
Parker Easement,Lake Metroparks,Private,Regional Agency Land,"1",1 - managed for biodiversity - disturbance events proceed or are mimicked,3,XA,Closed,CONE,Conservation Easement,"77293",PERM
Pugliese Easement,Lake Metroparks,Private,Regional Agency Land,"1",1 - managed for biodiversity - disturbance events proceed or are mimicked,11,XA,Closed,CONE,Conservation Easement,"77175",PERM
Rayl Easement,Lake Metroparks,Private,Regional Agency Land,"1",1 - managed for biodiversity - disturbance events proceed or are mimicked,32,XA,Closed,CONE,Conservation Easement,"76867",PERM
Usaj Easement,Lake Metroparks,Private,Regional Agency Land,"1",1 - managed for biodiversity - disturbance events proceed or are mimicked,6,XA,Closed,CONE,Conservation Easement,"77114",PERM
Deer Creek Estates Easement,Lake Metroparks,Private,Regional Agency Land,"1",1 - managed for biodiversity - disturbance events proceed or are mimicked,6,XA,Closed,OTHE,Other Easement,"76850",PERM
Nature Preserve Easement,Lake Metroparks,Private,Regional Agency Land,"1",1 - managed for biodiversity - disturbance events proceed or are mimicked,18,XA,Closed,OTHE,Other Easement,"77256",PERM
Walsh Easement,Lake Metroparks,Private,Regional Agency Land,"1",1 - managed for biodiversity - disturbance events proceed or are mimicked,75,XA,Closed,OTHE,Other Easement,"77285",PERM
Browand Woods,Medina County Park District,Private,Regional Agency Land,"4",4 - no known mandate for biodiversity protection,32,XA,Closed,OTHE,Other Easement,"922485",UNK
Ensworth Property,Medina County Park District,Private,Regional Agency Land,"4",4 - no known mandate for biodiversity protection,59,XA,Closed,OTHE,Other Easement,"922470",PERM
Ensworth Property,Medina County Park District,Private,Regional Agency Land,"4",4 - no known mandate for biodiversity protection,1,XA,Closed,OTHE,Other Easement,"922471",PERM
Ensworth Property,Medina County Park District,Private,Regional Agency Land,"4",4 - no known mandate for biodiversity protection,53,XA,Closed,OTHE,Other Easement,"922472",PERM
Ensworth Property,Medina County Park District,Private,Regional Agency Land,"4",4 - no known mandate for biodiversity protection,1,XA,Closed,OTHE,Other Easement,"922473",PERM
Mc Clure Tree Farm,Medina County Park District,Private,Regional Agency Land,"4",4 - no known mandate for biodiversity protection,28,XA,Closed,OTHE,Other Easement,"922484",UNK
Clean Ohio Farmland 49,Coshocton County Soil and Water Conservation District,Private,Regional Water Districts,"4",4 - no known mandate for biodiversity protection,161,XA,Closed,AGRE,Agricultural Easement,"936258",PERM
Clean Ohio Farmland 50,Fulton County Soil and Water Conservation District,Private,Regional Water Districts,"4",4 - no known mandate for biodiversity protection,140,XA,Closed,AGRE,Agricultural Easement,"936259",PERM
Clean Ohio Farmland 52,Licking County Soil and Water Conservation District,Private,Regional Water Districts,"4",4 - no known mandate for biodiversity protection,146,XA,Closed,AGRE,Agricultural Easement,"936260",PERM
Clean Ohio Farmland 53,Licking County Soil and Water Conservation District,Private,Regional Water Districts,"4",4 - no known mandate for biodiversity protection,160,XA,Closed,AGRE,Agricultural Easement,"936261",PERM
Clean Ohio Farmland 54,Licking County Soil and Water Conservation District,Private,Regional Water Districts,"4",4 - no known mandate for biodiversity protection,222,XA,Closed,AGRE,Agricultural Easement,"936262",PERM
Clean Ohio Farmland 55,Licking County Soil and Water Conservation District,Private,Regional Water Districts,"4",4 - no known mandate for biodiversity protection,257,XA,Closed,AGRE,Agricultural Easement,"936263",PERM
Clean Ohio Farmland 56,Licking County Soil and Water Conservation District,Private,Regional Water Districts,"4",4 - no known mandate for biodiversity protection,174,XA,Closed,AGRE,Agricultural Easement,"936264",PERM
Clean Ohio Farmland 180,Montgomery Soil and Water Conservation District,Private,Regional Water Districts,"4",4 - no known mandate for biodiversity protection,146,XA,Closed,AGRE,Agricultural Easement,"936308",PERM
Clean Ohio Farmland 201,Williams County Soil and Water Conservation District,Private,Regional Water Districts,"4",4 - no known mandate for biodiversity protection,50,XA,Closed,AGRE,Agricultural Easement,"936317",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Private,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,8,XA,Closed,CONE,Conservation Easement,"28405",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Private,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,593,XA,Closed,CONE,Conservation Easement,"28417",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Private,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,1,XA,Closed,CONE,Conservation Easement,"28444",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Private,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,0,XA,Closed,CONE,Conservation Easement,"28447",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Private,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,2,XA,Closed,CONE,Conservation Easement,"28489",PERM
Farm and Ranch Lands Protection Program (FRPP) 735E3407013FH / Hines Farm,"Black Swamp Conservancy, U.S. Natural Resources Conservation Service",Private,Joint,"3",3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,75,XA,Closed,AGRE,Agricultural Easement,"39516",PERM
Clean Ohio Farmland 145,"Ohio Department of Agriculture, Board of Fairfield County Commissioners",Private,Joint,"4",4 - no known mandate for biodiversity protection,455,XA,Closed,AGRE,Agricultural Easement,"936287",PERM
Clean Ohio Farmland 146,"Ohio Department of Agriculture, Board of Fairfield County Commissioners",Private,Joint,"3",3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,405,XA,Closed,AGRE,Agricultural Easement,"936288",PERM
Clean Ohio Farmland 147,"Ohio Department of Agriculture, Board of Fairfield County Commissioners",Private,Joint,"4",4 - no known mandate for biodiversity protection,372,XA,Closed,AGRE,Agricultural Easement,"936289",PERM
Clean Ohio Farmland 148,"Ohio Department of Agriculture, Board of Fairfield County Commissioners",Private,Joint,"4",4 - no known mandate for biodiversity protection,87,XA,Closed,AGRE,Agricultural Easement,"936290",PERM
Clean Ohio Farmland 149,"Ohio Department of Agriculture, Board of Fairfield County Commissioners",Private,Joint,"4",4 - no known mandate for biodiversity protection,52,XA,Closed,AGRE,Agricultural Easement,"936291",PERM
Clean Ohio Farmland 150,"Ohio Department of Agriculture, Board of Fairfield County Commissioners",Private,Joint,"4",4 - no known mandate for biodiversity protection,126,XA,Closed,AGRE,Agricultural Easement,"936292",PERM
Clean Ohio Farmland 151,"Ohio Department of Agriculture, Board of Fairfield County Commissioners",Private,Joint,"4",4 - no known mandate for biodiversity protection,209,XA,Closed,AGRE,Agricultural Easement,"936293",PERM
Clean Ohio Farmland 152,"Ohio Department of Agriculture, Board of Fairfield County Commissioners",Private,Joint,"4",4 - no known mandate for biodiversity protection,84,XA,Closed,AGRE,Agricultural Easement,"936294",PERM
Clean Ohio Farmland 153,"Ohio Department of Agriculture, Board of Fairfield County Commissioners",Private,Joint,"4",4 - no known mandate for biodiversity protection,144,XA,Closed,AGRE,Agricultural Easement,"936295",PERM
Clean Ohio Farmland 154,"Ohio Department of Agriculture, Board of Fairfield County Commissioners",Private,Joint,"4",4 - no known mandate for biodiversity protection,126,XA,Closed,AGRE,Agricultural Easement,"936296",PERM
Oda-Fai-2011-002,"Ohio Department of Agriculture, Board of Fairfield County Commissioners",Private,Joint,"4",4 - no known mandate for biodiversity protection,64,XA,Closed,AGRE,Agricultural Easement,"1016955",PERM
Oda-Fai-2011-003,"Ohio Department of Agriculture, Board of Fairfield County Commissioners",Private,Joint,"4",4 - no known mandate for biodiversity protection,26,XA,Closed,AGRE,Agricultural Easement,"1016954",PERM
Oda-Fai-2011-004,"Ohio Department of Agriculture, Board of Fairfield County Commissioners",Private,Joint,"4",4 - no known mandate for biodiversity protection,87,XA,Closed,AGRE,Agricultural Easement,"1016951",PERM
Oda-Fai-2013-001,"Ohio Department of Agriculture, Board of Fairfield County Commissioners",Private,Joint,"4",4 - no known mandate for biodiversity protection,136,XA,Closed,AGRE,Agricultural Easement,"1016956",PERM
Oda-Fai-2014-001,"Ohio Department of Agriculture, Board of Fairfield County Commissioners",Private,Joint,"3",3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,218,XA,Closed,AGRE,Agricultural Easement,"1016958",PERM
Oda-Fai-2014-002,"Ohio Department of Agriculture, Board of Fairfield County Commissioners",Private,Joint,"4",4 - no known mandate for biodiversity protection,83,XA,Closed,AGRE,Agricultural Easement,"1016957",PERM
Ohio Agricultural Easement Program ODA-FAI-2015-001,"Ohio Department of Agriculture, Board of Fairfield County Commissioners",Private,Joint,"4",4 - no known mandate for biodiversity protection,134,XA,Closed,AGRE,Agricultural Easement,"26863",PERM
Ohio Agricultural Easement Program ODA-FAI-2015-002,"Ohio Department of Agriculture, Board of Fairfield County Commissioners",Private,Joint,"4",4 - no known mandate for biodiversity protection,80,XA,Closed,AGRE,Agricultural Easement,"26837",PERM
Ohio Agricultural Easement Program ODA-FAI-2015-003,"Ohio Department of Agriculture, Board of Fairfield County Commissioners",Private,Joint,"4",4 - no known mandate for biodiversity protection,100,XA,Closed,AGRE,Agricultural Easement,"26764",PERM
Ohio Agricultural Easement Program ODA-FAI-2016-001,"Ohio Department of Agriculture, Board of Fairfield County Commissioners",Private,Joint,"4",4 - no known mandate for biodiversity protection,118,XA,Closed,AGRE,Agricultural Easement,"26742",PERM
Ohio Agricultural Easement Program ODA-FAI-2016-003,"Ohio Department of Agriculture, Board of Fairfield County Commissioners",Private,Joint,"4",4 - no known mandate for biodiversity protection,50,XA,Closed,AGRE,Agricultural Easement,"26789",PERM
A12 / Clean Ohio Farmland 223,"Philander Chase Conservancy, Unknown Joint Holder",Private,Joint,"4",4 - no known mandate for biodiversity protection,111,XA,Closed,AGRE,Agricultural Easement,"936319",PERM
A2 / Clean Ohio Farmland 255,"Philander Chase Conservancy, Unknown Joint Holder",Private,Joint,"4",4 - no known mandate for biodiversity protection,56,XA,Closed,AGRE,Agricultural Easement,"936322",PERM
A3 / Clean Ohio Farmland 257,"Philander Chase Conservancy, Unknown Joint Holder",Private,Joint,"4",4 - no known mandate for biodiversity protection,165,XA,Closed,AGRE,Agricultural Easement,"936324",PERM
A4 / Clean Ohio Farmland 255,"Philander Chase Conservancy, Unknown Joint Holder",Private,Joint,"4",4 - no known mandate for biodiversity protection,130,XA,Closed,AGRE,Agricultural Easement,"936323",PERM
A5 / Clean Ohio Farmland 325,"Philander Chase Conservancy, Unknown Joint Holder",Private,Joint,"4",4 - no known mandate for biodiversity protection,156,XA,Closed,AGRE,Agricultural Easement,"936325",PERM
A7 / Clean Ohio Farmland 260,"Philander Chase Conservancy, Unknown Joint Holder",Private,Joint,"4",4 - no known mandate for biodiversity protection,204,XA,Closed,AGRE,Agricultural Easement,"936327",PERM
A8 / Clean Ohio Farmland 222 / Farm and Ranch Lands Protection Program (FRPP),"Philander Chase Conservancy, Unknown Joint Holder",Private,Joint,"4",4 - no known mandate for biodiversity protection,141,XA,Closed,AGRE,Agricultural Easement,"936318",PERM
Farm and Ranch Lands Protection Program (FRPP) 735E3406013CL / Clean Ohio Farmland 88,"Tecumseh Land Trust, U.S. Natural Resources Conservation Service",Private,Joint,"3",3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,226,XA,Closed,AGRE,Agricultural Easement,"923345",PERM
Farm and Ranch Lands Protection Program (FRPP) 735E3406013CL / Clean Ohio Farmland Brunk,"Three Valley Conservation Trust, U.S. Natural Resources Conservation Service",Private,Joint,"3",3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,211,XA,Closed,AGRE,Agricultural Easement,"924011",PERM
Farm and Ranch Lands Protection Program (FRPP) 735E3407013F9 / Moses,"Three Valley Conservation Trust, U.S. Natural Resources Conservation Service",Private,Joint,"3",3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,91,XA,Closed,AGRE,Agricultural Easement,"923972",PERM
West Central Ohio Land Conservancy Easement / Farm and Ranch Lands Protection Program (FRPP) ,"West Central Ohio Land Conservancy, U.S. Natural Resources Conservation Service",Private,Joint,"4",4 - no known mandate for biodiversity protection,162,XA,Closed,AGRE,Agricultural Easement,"997908",PERM
West Central Ohio Land Conservancy Easement,"West Central Ohio Land Conservancy, West Central Ohio Land Conservancy",Private,Joint,"4",4 - no known mandate for biodiversity protection,77,XA,Closed,AGRE,Agricultural Easement,"937705",PERM
Western Reserve Land Conservancy 306,"Western Reserve Land Conservancy, Ashtabula Soil and Water Conservation District",Private,Joint,"4",4 - no known mandate for biodiversity protection,83,XA,Closed,AGRE,Agricultural Easement,"77239",PERM
